Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
1196,51,8029.95981,8029,Inside,1Fam,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,728,728,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,2005,Fin,2,400,TA,100,24,0,0,0,0,NA,0,7,2008,176000
1197,58,14054.35979,14054,Inside,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,879,879,Y,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,2006,Fin,3,660,TA,100,17,0,0,0,0,NA,0,11,2006,219210
1198,65,8850.491788,8850,Corner,1Fam,2.5Unf,7,6,1916,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,815,815,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,1916,Unf,1,225,TA,0,0,330,0,0,0,NA,0,7,2006,144000
1199,70,9100.421918,9100,Inside,1Fam,1Story,7,5,2001,2001,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1212,1212,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,2001,RFn,2,573,TA,356,0,0,0,0,0,NA,0,6,2009,178000
1200,75,11235.04473,11235,Inside,1Fam,1Story,4,5,1963,1979,HdBoard,HdBoard,BrkFace,51,TA,TA,CBlock,TA,TA,No,Rec,547,0,504,1051,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,1974,Unf,2,459,TA,0,82,0,0,0,0,NA,0,10,2006,148000
1201,71,9353.341432,9353,Inside,1Fam,1Story,4,5,1970,1970,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,864,864,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,1972,Unf,1,280,TA,0,0,0,0,0,0,Shed,0,7,2006,116050
1202,80,10400.13481,10400,Corner,1Fam,2Story,7,5,1998,1998,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,Unf,0,0,866,866,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,1998,RFn,2,546,TA,198,36,0,0,0,0,NA,0,3,2009,197900
1203,50,6000.710328,6000,Corner,1Fam,1.5Fin,5,8,1925,1997,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,884,884,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,1960,Unf,1,216,TA,0,0,208,0,0,0,NA,0,5,2009,117000
1204,75,9750.807077,9750,Inside,1Fam,1Story,7,5,2000,2001,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1630,1630,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,2000,Unf,2,451,TA,74,234,0,0,0,0,NA,0,10,2009,213000
1205,78,10140.29592,10140,Inside,1Fam,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,788,0,268,1056,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,1975,RFn,2,495,TA,0,88,0,0,0,0,NA,0,7,2006,153500
1206,90,14684.63302,14684,CulDSac,1Fam,1Story,7,7,1990,1991,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,177,1496,2158,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,1990,RFn,3,701,TA,84,70,0,0,0,0,NA,0,6,2009,271900
1207,,8900.125454,8900,Inside,1Fam,1Story,4,4,1966,1966,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,1056,0,0,1056,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,1966,Unf,1,384,TA,0,42,0,0,0,0,NA,0,11,2006,107000
1208,70,9135.19927,9135,Inside,1Fam,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,340,0,1342,1682,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,2003,RFn,2,544,TA,192,23,0,0,0,0,NA,0,5,2006,200000
1209,70,7763.207489,7763,Inside,1Fam,1Story,5,7,1962,1980,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,504,108,319,931,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,1980,Unf,2,506,TA,0,0,0,0,0,0,NA,0,10,2008,140000
1210,85,10182.38301,10182,CulDSac,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,0,440,1660,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2006,RFn,2,500,TA,322,50,0,0,0,0,NA,0,5,2006,290000
1211,70,11218.0706,11218,Inside,1Fam,2Story,6,5,1992,1992,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1055,1055,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,1992,RFn,2,462,TA,635,104,0,0,0,0,Shed,400,5,2010,189000
1212,152,12134.46807,12134,Inside,1Fam,1.5Fin,8,7,1988,2005,Wd Sdng,Wd Sdng,None,0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,0,132,559,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,1988,RFn,2,492,TA,325,12,0,0,0,0,NA,0,6,2010,164000
1213,50,9340.374868,9340,Inside,1Fam,1Story,4,6,1941,1950,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,344,0,328,672,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,1941,Unf,1,234,TA,0,113,0,0,0,0,NA,0,8,2009,113000
1214,,10246.23136,10246,CulDSac,1Fam,SLvl,4,9,1965,2001,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,0,0,648,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,1965,Unf,1,364,TA,88,0,0,0,0,0,NA,0,5,2006,145000
1215,69,10205.93336,10205,Inside,1Fam,SFoyer,5,5,1962,1962,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,784,0,141,925,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,1962,Unf,1,300,TA,150,72,0,0,0,0,NA,0,5,2006,134500
1216,99,7094.063759,7094,Inside,1Fam,1Story,5,5,1966,1966,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,180,374,340,894,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,1966,RFn,1,384,TA,0,0,0,0,0,0,NA,0,5,2007,125000
1217,68,8930.604917,8930,Inside,Duplex,1.5Fin,6,5,1978,1978,VinylSd,VinylSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,1978,Unf,2,539,TA,0,0,0,0,0,0,NA,0,4,2010,112000
1218,72,8640.62642,8640,Inside,1Fam,1Story,8,5,2009,2009,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,0,364,1300,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,2009,RFn,2,552,TA,135,112,0,0,0,0,NA,0,9,2009,229456
1219,52,6240.689977,6240,Inside,1Fam,1.5Fin,4,5,1947,1950,AsbShng,AsbShng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,7,2006,80500
1220,21,1680.923652,1680,Inside,Twnhs,2Story,6,5,1971,1971,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,0,672,672,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,201,0,0,0,0,0,NA,0,4,2006,91500
1221,66,7800.022909,7800,Inside,1Fam,1Story,5,5,1964,1964,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,312,600,0,912,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,1964,Unf,1,288,TA,0,0,0,0,0,0,NA,0,11,2006,115000
1222,55,8250.005687,8250,Inside,1Fam,1Story,5,5,1968,1968,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,250,492,210,952,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,1968,Unf,1,322,TA,0,63,0,0,0,0,NA,0,8,2008,134000
1223,78,10496.8056,10496,Inside,1Fam,1.5Fin,6,6,1949,1950,Wd Sdng,Wd Sdng,BrkFace,320,TA,TA,CBlock,TA,TA,Mn,Rec,196,0,844,1040,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,1949,Unf,1,315,TA,0,0,0,0,0,0,NA,0,1,2007,143000
1224,89,10680.8688,10680,Inside,1Fam,1Story,5,3,1951,1951,Wd Sdng,Wd Sdng,BrkFace,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,0,1380,2136,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,NA,1951,Unf,2,528,TA,0,30,0,0,0,0,NA,0,10,2006,137900
1225,60,15384.35765,15384,Inside,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,0,64,788,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,2004,Fin,2,388,TA,100,75,0,0,0,0,NA,0,2,2008,184000
1226,65,10482.196,10482,Inside,1Fam,SLvl,6,8,1958,1958,VinylSd,VinylSd,BrkFace,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,0,81,588,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,1958,RFn,1,264,TA,224,0,0,0,0,0,NA,0,6,2007,145000
1227,86,14598.02992,14598,CulDSac,1Fam,2Story,6,5,2007,2007,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,0,894,894,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,2007,Fin,3,668,TA,100,18,0,0,0,0,NA,0,1,2008,214000
1228,72,8872.263859,8872,Corner,1Fam,1Story,5,8,1965,2008,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,ALQ,595,0,317,912,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,1992,Unf,2,576,TA,0,240,0,0,0,0,NA,0,12,2008,147000
1229,65,8769.119994,8769,Corner,TwnhsE,1Story,9,5,2008,2008,MetalSd,MetalSd,BrkFace,766,Ex,TA,PConc,Ex,TA,No,GLQ,1540,0,162,1702,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,2008,Fin,3,1052,TA,0,72,0,0,224,0,NA,0,10,2008,367294
1230,70,7910.426048,7910,Inside,1Fam,SLvl,5,5,1960,1960,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,666,0,409,1075,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,1960,Unf,1,404,TA,0,0,0,0,0,0,NA,0,8,2008,127000
1231,,18890.44791,18890,Inside,Duplex,1.5Fin,5,5,1977,1977,Plywood,Plywood,None,1,TA,TA,CBlock,Gd,TA,No,GLQ,498,211,652,1361,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,1977,RFn,2,600,TA,155,24,145,0,0,0,Gar2,8300,8,2007,190000
1232,70,7728.579906,7728,Inside,Duplex,SLvl,5,6,1962,1962,Wd Sdng,Wd Sdng,BrkFace,120,TA,TA,CBlock,TA,TA,Av,ALQ,803,0,303,1106,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,1962,Unf,2,540,TA,0,18,0,0,0,0,NA,0,5,2006,132500
1233,70,9842.253791,9842,FR2,Duplex,1Story,4,5,1962,1962,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,1962,Unf,2,462,TA,0,0,0,0,0,0,NA,0,3,2007,101800
1234,,12160.41978,12160,Inside,1Fam,1Story,5,5,1959,1959,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,1000,0,188,1188,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,1959,RFn,2,531,TA,0,0,0,0,0,0,NA,0,5,2010,142000
1235,55,8525.701043,8525,Inside,1Fam,2Story,5,6,1911,1950,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,Av,Unf,0,0,940,940,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,192,0,0,0,0,NA,0,11,2008,130000
1236,96,13132.47767,13132,Inside,1Fam,2Story,5,5,1914,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,0,747,747,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,NA,1914,Unf,1,180,Fa,203,40,0,0,0,0,NA,0,7,2006,138887
1237,36,2628.53764,2628,Inside,Twnhs,2Story,7,5,2003,2003,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,Unf,0,0,764,764,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,NA,2003,RFn,2,474,TA,0,27,0,0,0,0,NA,0,6,2010,175500
1238,41,12393.56201,12393,FR2,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,847,847,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,2004,Fin,2,434,TA,100,48,0,0,0,0,NA,0,9,2006,195000
1239,63,13072.12682,13072,Inside,1Fam,1Story,6,5,2005,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1141,1141,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,NA,2005,Unf,2,484,TA,0,0,0,0,0,0,NA,0,3,2006,142500
1240,64,9037.724915,9037,Inside,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,Av,GLQ,428,0,1048,1476,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2006,RFn,2,472,TA,120,33,0,0,0,0,NA,0,12,2007,265900
1241,65,8158.027297,8158,Inside,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,No,GLQ,550,0,334,884,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,NA,2003,RFn,2,543,TA,0,63,0,0,0,0,NA,0,7,2008,224900
1242,83,9849.792059,9849,Inside,1Fam,1Story,7,6,2007,2007,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1689,1689,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,2007,RFn,3,954,TA,0,56,0,0,0,0,NA,0,6,2007,248328
1243,85,10625.7225,10625,Inside,1Fam,SFoyer,7,6,1974,1974,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,168,0,1053,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,1974,RFn,2,528,TA,0,120,0,0,0,0,NA,0,1,2010,170000
1244,107,13891.11997,13891,Inside,1Fam,1Story,10,5,2006,2006,VinylSd,VinylSd,NA,NA,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,0,690,2076,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,2006,Fin,3,850,TA,216,229,0,0,0,0,NA,0,9,2006,465000
1245,,11435.27455,11435,Corner,1Fam,2Story,8,7,1929,1950,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,792,792,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,1931,Unf,2,400,TA,0,0,0,0,0,0,NA,0,6,2006,230000
1246,78,12090.92586,12090,Inside,1Fam,SLvl,6,7,1984,2003,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,No,Unf,0,0,585,585,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,1984,Fin,2,477,TA,268,112,0,0,147,0,NA,0,1,2007,178000
1247,65,8125.218336,8125,Inside,1Fam,2Story,7,5,2005,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,756,756,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,NA,2005,RFn,2,615,TA,0,45,0,0,0,0,NA,0,3,2006,186500
1248,,12328.03154,12328,Inside,1Fam,SLvl,6,5,1976,1976,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Av,GLQ,539,0,473,1012,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,1976,Unf,3,888,TA,0,0,0,0,0,0,NA,0,5,2010,169900
1249,60,9600.523253,9600,Inside,1Fam,2.5Unf,6,5,1917,1950,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,319,0,416,735,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,1950,Unf,2,396,Fa,0,0,259,0,0,0,NA,0,4,2008,129500
1250,60,7200.358771,7200,Inside,1Fam,1Story,5,7,1950,1950,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,534,96,246,876,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,NA,1950,Unf,1,276,TA,0,80,0,0,0,0,NA,0,5,2007,119000
1251,93,11160.36057,11160,Corner,1Fam,1Story,7,5,1968,1968,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,0,1045,2110,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,1968,Fin,2,522,TA,0,0,0,0,0,0,NA,0,4,2010,244000
1252,,3136.649822,3136,Corner,TwnhsE,1Story,7,5,2003,2003,VinylSd,Wd Shng,Stone,163,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1405,1405,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2003,RFn,2,478,TA,148,36,0,0,0,0,NA,0,3,2006,171750
1253,62,9858.057921,9858,Inside,1Fam,1Story,5,6,1968,1968,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,510,0,354,864,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,1968,RFn,1,288,TA,33,0,0,0,0,0,Shed,600,11,2009,130000
1254,,17542.84843,17542,Inside,1Fam,2Story,7,7,1974,2003,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,1031,36,1192,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,1974,RFn,2,518,TA,220,47,0,0,0,0,NA,0,7,2007,294000
1255,60,6931.590615,6931,Inside,1Fam,2Story,7,5,2003,2004,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,Gd,TA,No,Unf,0,0,746,746,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,2003,Fin,2,397,TA,178,128,0,0,0,0,NA,0,7,2008,165400
1256,52,6240.5207,6240,Inside,1Fam,1.5Fin,6,6,1931,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,0,459,884,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,1978,Unf,1,560,TA,0,0,0,0,120,0,NA,0,11,2007,127500
1257,91,14303.91781,14303,Corner,1Fam,1Story,8,5,1994,1994,HdBoard,HdBoard,BrkFace,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,0,672,1986,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,1994,Fin,2,691,TA,262,36,0,0,0,0,NA,0,8,2008,301500
1258,56,4060.605043,4060,Corner,1Fam,1Story,5,8,1922,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,0,864,864,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,0,96,0,0,0,0,NA,0,7,2009,99900
1259,59,9587.005741,9587,Inside,1Fam,SLvl,7,5,2005,2005,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,0,201,856,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,NA,2005,Fin,2,400,TA,212,0,0,0,0,0,NA,0,7,2008,190000
1260,65,9750.016534,9750,FR2,1Fam,1Story,6,8,1969,1969,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,602,438,14,1054,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,NA,1969,Unf,2,460,TA,180,0,0,0,80,0,NA,0,7,2008,151000
1261,,24682.92111,24682,CulDSac,1Fam,2Story,6,5,1999,1999,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,841,841,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,1999,Fin,2,502,TA,0,103,0,0,0,0,NA,0,6,2009,181000
1262,80,9600.321451,9600,Inside,1Fam,1Story,5,6,1956,1956,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,504,0,546,1050,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,NA,1956,Unf,1,338,TA,0,0,0,0,0,0,NA,0,6,2009,128900
1263,,11250.78136,11250,Inside,1Fam,1.5Fin,4,5,1957,1989,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,0,1104,1104,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,1957,Unf,1,304,TA,120,0,0,0,0,0,NA,0,11,2009,161500
1264,60,13515.1817,13515,Inside,1Fam,2Story,6,6,1919,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,764,764,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,1940,Unf,2,520,TA,0,0,126,0,0,0,NA,0,7,2007,180500
1265,34,4060.447661,4060,Inside,TwnhsE,1Story,6,5,1998,1999,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,266,0,1139,1405,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,NA,1998,Fin,2,511,TA,144,68,0,0,0,0,NA,0,8,2008,181000
1266,35,3735.856119,3735,FR3,TwnhsE,2Story,7,5,1999,1999,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,Gd,TA,No,GLQ,450,0,241,691,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,NA,1999,Unf,2,506,TA,0,34,0,0,0,0,NA,0,3,2006,183900
1267,60,10120.64698,10120,Inside,2fmCon,2.5Unf,7,4,1910,1950,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,0,925,925,N,FuseF,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,1960,Unf,1,308,TA,0,0,264,0,0,0,NA,0,1,2007,122000
1268,89,13214.94405,13214,Inside,1Fam,1Story,9,5,2008,2009,Stucco,CmentBd,None,0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,0,2002,2002,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,2009,Fin,3,746,TA,144,76,0,0,0,0,NA,0,5,2010,378500
1269,,14100.82203,14100,Inside,1Fam,1.5Fin,8,9,1935,1997,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,TA,TA,Mn,Rec,192,0,536,728,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,1982,Unf,3,1014,TA,314,12,0,0,0,0,NA,0,5,2008,381000
1270,78,11344.66584,11344,Inside,1Fam,1.5Fin,5,5,1958,1958,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,TA,TA,No,BLQ,460,0,414,874,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,NA,1958,Unf,1,315,TA,0,0,0,0,0,0,NA,0,7,2007,144000
1271,,23595.62862,23595,Inside,1Fam,1Story,7,6,1979,1979,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,0,74,1332,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,1979,Fin,2,586,TA,268,0,0,0,0,0,NA,0,4,2010,260000
1272,,9156.120695,9156,Inside,1Fam,1Story,6,7,1968,1968,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1489,1489,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,1968,RFn,2,462,TA,0,0,0,0,0,0,NA,0,8,2009,185750
1273,,13526.59463,13526,CulDSac,1Fam,1Story,5,6,1965,1965,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,No,BLQ,560,375,0,935,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,NA,1965,Unf,1,288,TA,180,0,0,0,0,0,NA,0,11,2006,137000
